user_id,age,gender,country,sessions_per_week,avg_session_duration_min,swipes_right,swipes_left,matches,messages_sent,relationship_goal,app_version,reported_user,premium_status,subscription_amount
3175,21,Female,South Africa,16,24.51,31,63,2,18,Not Sure,2.0,None,None,0
3176,25,Male,Nigeria,17,17.97,71,56,10,30,Long-term,1.1,None,None,0
3177,46,Female,Nigeria,4,19.55,6,20,1,13,Long-term,1.1,None,Gold,3000
3178,55,Male,UK,3,10.33,5,11,2,20,Casual Dating,1.1,None,Plus,3000
3179,53,Female,USA,4,23.49,6,11,0,10,Marriage,1.2,None,None,0
3180,47,Male,Nigeria,3,17.25,3,12,0,9,Friendship,1.2,None,None,0
3181,22,Male,Ghana,10,18.67,19,23,0,5,Casual Dating,2.1,None,None,0
3182,30,Male,Nigeria,13,15.77,45,103,5,35,Friendship,1.2,Spam,None,0
3183,31,Male,Nigeria,8,22.55,14,17,3,21,Marriage,1.2,None,None,0
3184,28,Female,Kenya,5,19.21,9,54,0,0,Long-term,2.1,None,None,0
3185,40,Male,South Africa,8,23.09,6,74,1,18,Friendship,1.0,None,None,0
3186,41,Non-binary,Canada,7,16.17,15,16,4,19,Marriage,2.1,None,None,0
3187,33,Female,USA,10,14.09,25,66,2,21,Casual Dating,2.0,None,None,0
3188,33,Female,Nigeria,6,18.64,18,22,3,25,Friendship,2.1,None,None,0
3189,53,Male,Kenya,2,19.09,2,6,0,10,Casual Dating,1.0,None,Gold,1500
3190,51,Male,Ghana,4,22.33,7,9,1,6,Marriage,1.2,None,Plus,1500
3191,31,Male,Nigeria,7,16.76,3,56,1,2,Marriage,2.0,None,Gold,1500
3192,57,Female,USA,5,17.55,8,17,1,14,Marriage,1.1,None,None,0
3193,58,Male,Nigeria,4,14.07,5,34,1,9,Not Sure,1.1,Spam,None,0
3194,32,Female,Kenya,13,18.32,9,40,1,21,Casual Dating,1.0,None,Plus,5000
3195,33,Male,South Africa,14,23.32,32,11,4,8,Marriage,1.1,Harassment,Gold,1500
3196,39,Non-binary,Nigeria,7,9.13,21,32,3,28,Long-term,1.2,None,Plus,3000
3197,58,Male,South Africa,3,12.52,3,31,0,19,Casual Dating,1.1,None,Gold,5000
3198,55,Male,UK,4,7.07,6,9,3,26,Long-term,1.2,None,None,0
3199,22,Female,South Africa,8,16.62,43,12,6,14,Long-term,2.0,None,None,0
3200,34,Non-binary,USA,12,19.39,20,156,4,34,Long-term,2.0,None,Gold,3000
3201,41,Female,Ghana,7,4.5,20,39,2,10,Long-term,1.2,None,None,0
3202,39,Male,Kenya,9,10.06,15,20,6,33,Marriage,1.0,None,None,0
3203,26,Female,Kenya,9,17.61,7,45,1,3,Marriage,1.2,None,Gold,1500
3204,54,Female,South Africa,4,5.44,4,22,1,3,Long-term,2.0,None,None,0
3205,47,Male,Ghana,1,16.61,1,2,0,1,Casual Dating,1.2,None,None,0
3206,54,Male,Ghana,3,18.35,8,14,1,16,Long-term,2.0,None,None,0
3207,54,Female,Nigeria,3,17.53,5,7,1,14,Marriage,1.0,None,Platinum,1500
3208,50,Female,South Africa,3,11.87,0,28,0,0,Casual Dating,2.1,None,Plus,3000
3209,36,Female,USA,10,23.72,16,65,3,26,Casual Dating,1.2,None,None,0
3210,44,Non-binary,Nigeria,2,17.64,17,11,6,40,Marriage,1.0,Spam,None,0
3211,24,Male,USA,14,17.54,37,55,3,31,Casual Dating,2.0,None,None,0
3212,46,Female,UK,4,12.2,9,9,3,25,Friendship,1.2,None,None,0
3213,25,Female,Nigeria,8,22.15,4,18,1,20,Casual Dating,1.1,None,Plus,5000
3214,47,Female,Ghana,3,20.36,5,17,0,4,Casual Dating,1.2,None,Gold,3000
3215,27,Female,UK,13,21.58,14,107,3,17,Marriage,2.0,None,None,0
3216,23,Female,Ghana,24,13.16,96,115,6,17,Friendship,2.0,None,Platinum,1500
3217,25,Male,USA,11,16.45,25,43,3,32,Casual Dating,1.2,None,None,0
3218,18,Male,Nigeria,20,16.82,18,84,4,15,Friendship,2.0,None,None,0
3219,48,Male,Nigeria,3,15.24,8,4,0,18,Friendship,2.1,None,None,0
3220,49,Female,Nigeria,3,19.29,11,7,1,9,Long-term,2.1,None,Gold,5000
3221,40,Male,Canada,8,27.71,12,14,2,22,Long-term,2.0,None,Plus,3000
3222,24,Female,Nigeria,17,13.94,99,120,0,1,Friendship,1.0,None,None,0
3223,21,Male,UK,14,8.81,105,63,31,188,Casual Dating,2.0,None,None,0
3224,18,Male,Kenya,18,18.97,14,107,1,17,Not Sure,1.2,None,None,0
3225,25,Female,Nigeria,17,23.08,64,78,4,34,Casual Dating,2.0,None,None,0
3226,56,Female,Nigeria,2,17.61,3,11,0,15,Casual Dating,2.0,None,None,0
3227,28,Male,Ghana,18,15.94,42,34,12,42,Not Sure,2.0,None,Gold,5000
3228,33,Female,Nigeria,9,7.11,16,20,1,7,Long-term,1.2,None,None,0
3229,22,Male,UK,18,27.81,48,113,12,101,Friendship,2.0,None,None,0
3230,27,Male,UK,17,8.81,81,40,14,59,Casual Dating,2.1,None,Gold,5000
3231,40,Male,Nigeria,9,28.28,3,40,0,12,Casual Dating,2.0,None,None,0
3232,44,Female,USA,5,17.26,20,15,0,0,Not Sure,2.1,None,None,0
3233,28,Male,Ghana,22,9.26,76,182,6,25,Long-term,1.1,None,Platinum,5000
3234,20,Female,Canada,14,14.19,19,47,2,17,Casual Dating,1.0,None,None,0
3235,34,Female,Nigeria,10,24.12,24,42,4,27,Long-term,1.0,None,None,0
3236,28,Male,Ghana,8,9.21,9,12,2,12,Friendship,1.1,None,None,0
3237,27,Male,Kenya,12,7.83,35,36,3,19,Casual Dating,2.0,None,Plus,5000
3238,59,Male,USA,2,7.26,4,7,0,9,Not Sure,1.2,None,None,0
3239,44,Female,Nigeria,6,21.03,26,3,3,29,Casual Dating,1.2,None,Gold,1500
3240,41,Female,South Africa,4,13.18,6,10,1,16,Casual Dating,1.1,None,Platinum,1500
3241,35,Female,UK,13,19.35,21,126,2,24,Friendship,2.0,None,Platinum,3000
3242,36,Male,Ghana,10,11.37,42,19,1,23,Casual Dating,1.2,None,Plus,1500
3243,41,Male,Ghana,6,24.37,10,30,1,11,Long-term,2.0,None,None,0
3244,47,Male,Ghana,2,12.3,3,4,1,20,Not Sure,2.0,None,None,0
3245,48,Male,Ghana,3,14.58,22,15,5,34,Friendship,2.1,Spam,None,0
3246,25,Male,Ghana,14,17.66,35,77,13,29,Long-term,2.0,None,None,0
3247,39,Non-binary,Ghana,7,21.55,15,35,4,24,Friendship,1.1,None,None,0
3248,35,Female,Canada,4,20.73,3,16,0,0,Casual Dating,2.1,None,Gold,5000
3249,55,Female,Nigeria,3,15.91,3,9,1,12,Marriage,1.1,None,Gold,5000
3250,45,Male,Kenya,3,23.81,9,11,3,19,Long-term,1.0,None,None,0
3251,40,Male,Nigeria,5,21.03,22,8,0,13,Friendship,1.1,Scam,None,0
3252,22,Male,Ghana,18,15.07,11,55,1,22,Not Sure,2.0,None,None,0
3253,44,Male,Nigeria,4,11.64,13,13,1,4,Long-term,1.2,None,None,0
3254,23,Female,UK,18,15.35,12,59,3,13,Long-term,1.2,None,Plus,3000
3255,32,Male,Ghana,9,12.26,24,20,2,14,Not Sure,2.0,None,Gold,5000
3256,24,Female,UK,17,14.11,23,58,4,17,Friendship,1.1,None,None,0
3257,47,Non-binary,Kenya,4,15.06,21,16,2,16,Casual Dating,1.2,None,None,0
3258,26,Male,Nigeria,12,12.65,8,86,1,18,Casual Dating,2.1,None,None,0
3259,34,Female,Nigeria,9,9.46,47,11,14,33,Marriage,2.1,None,Plus,3000
3260,56,Female,Ghana,2,13.95,4,2,1,21,Long-term,2.1,None,None,0
3261,26,Male,Nigeria,12,21.01,55,55,7,47,Friendship,1.2,None,None,0
3262,39,Female,USA,3,19.56,2,11,0,12,Friendship,1.2,Scam,None,0
3263,36,Male,USA,8,28.99,6,16,0,3,Long-term,1.1,Spam,None,0
3264,18,Female,USA,21,13.99,44,47,12,90,Friendship,2.0,None,Platinum,1500
3265,52,Male,UK,2,4.37,6,7,2,22,Not Sure,2.1,Spam,Gold,1500
3266,20,Male,Ghana,16,21.06,19,105,0,12,Casual Dating,2.0,None,None,0
3267,38,Male,Ghana,8,15.07,19,33,1,11,Casual Dating,1.2,None,None,0
3268,42,Female,Ghana,3,18.1,6,13,1,23,Not Sure,1.1,Catfishing,Platinum,5000
3269,45,Male,Nigeria,3,17.46,4,5,1,22,Long-term,2.0,None,None,0
3270,47,Male,Ghana,4,23.77,5,31,1,16,Long-term,2.0,None,None,0
3271,28,Male,Ghana,12,11.37,3,41,0,7,Casual Dating,2.0,None,None,0
3272,18,Male,USA,9,18.11,27,72,2,9,Casual Dating,1.1,None,None,0
3273,49,Female,Kenya,1,12.78,2,3,1,5,Marriage,1.2,None,Gold,5000
3274,41,Female,Nigeria,8,1.32,14,4,1,10,Marriage,2.1,None,Gold,3000
3275,53,Female,South Africa,6,20.61,22,12,6,16,Friendship,2.0,None,Platinum,1500
3276,53,Female,USA,4,23.92,9,7,2,30,Casual Dating,2.0,None,Gold,1500
3277,54,Female,Canada,3,17.42,14,4,1,7,Not Sure,1.2,None,None,0
3278,38,Female,Nigeria,8,21.96,29,21,1,14,Marriage,1.2,None,None,0
3279,32,Female,USA,10,10.46,11,29,0,9,Marriage,2.0,None,Plus,1500
3280,52,Male,South Africa,4,17.03,13,30,0,15,Long-term,1.2,None,None,0
3281,37,Female,Nigeria,5,16.41,4,14,1,21,Casual Dating,2.0,None,None,0
3282,25,Non-binary,USA,15,18.93,22,161,6,45,Long-term,2.1,None,None,0
3283,54,Female,Nigeria,3,9.79,16,15,3,19,Not Sure,2.0,None,None,0
3284,55,Female,USA,4,23.18,10,20,5,18,Not Sure,1.1,None,None,0
3285,38,Male,USA,6,24.26,8,32,2,29,Long-term,2.0,None,Gold,5000
3286,21,Female,South Africa,12,17.42,3,50,0,5,Long-term,1.2,None,Platinum,5000
3287,34,Female,Nigeria,12,19.84,15,15,0,2,Not Sure,2.0,None,None,0
3288,52,Male,UK,3,14.84,8,10,2,25,Marriage,1.2,None,None,0
3289,56,Male,UK,3,7.92,19,10,1,20,Friendship,2.1,None,None,0
3290,26,Male,UK,11,10.77,105,103,24,170,Friendship,1.2,None,None,0
3291,20,Female,Kenya,9,28.96,8,44,1,11,Casual Dating,2.0,None,Gold,1500
3292,55,Female,Ghana,3,10.42,1,22,0,7,Long-term,1.2,None,None,0
3293,34,Female,Nigeria,9,10.99,30,70,13,79,Friendship,1.0,None,None,0
3294,41,Male,Nigeria,2,13.87,5,11,3,25,Friendship,1.0,None,None,0
3295,59,Female,Nigeria,2,24.62,8,16,0,1,Not Sure,2.1,None,Platinum,5000
3296,20,Male,South Africa,20,12.98,86,90,33,107,Casual Dating,2.0,None,None,0
3297,45,Male,Kenya,4,28.67,9,13,2,20,Friendship,2.0,None,Gold,5000
3298,21,Male,South Africa,15,25.04,80,89,5,12,Long-term,2.0,None,Gold,3000
3299,34,Non-binary,South Africa,9,10.55,31,43,2,26,Casual Dating,1.1,None,None,0
3300,52,Male,UK,3,21.59,12,11,2,32,Not Sure,2.1,None,None,0
3301,36,Male,UK,11,11.81,77,29,10,48,Friendship,1.1,None,Plus,3000
3302,60,Male,USA,3,11.57,15,11,1,8,Friendship,2.1,None,Gold,1500
3303,42,Male,USA,6,17.8,11,15,4,27,Long-term,1.2,None,None,0
3304,31,Female,Nigeria,15,23.32,50,52,7,62,Long-term,1.1,None,None,0
3305,27,Female,Nigeria,8,16.31,16,50,3,25,Casual Dating,2.0,None,Gold,5000
3306,33,Female,Ghana,12,16.61,2,73,0,4,Long-term,2.0,None,None,0
3307,34,Female,South Africa,7,13.23,12,15,0,14,Friendship,2.1,None,None,0
3308,20,Female,USA,15,18.84,5,69,2,13,Long-term,1.0,Harassment,Plus,5000
3309,33,Female,Ghana,14,18.53,10,19,0,6,Long-term,2.0,None,Gold,1500
3310,37,Male,UK,11,18.63,17,48,2,14,Friendship,2.1,None,Platinum,1500
3311,49,Non-binary,USA,3,20.48,10,2,2,11,Casual Dating,2.1,None,None,0
3312,46,Male,Nigeria,3,11.43,24,11,5,43,Casual Dating,1.1,None,None,0
3313,48,Female,Ghana,2,18.3,10,13,3,23,Friendship,2.1,None,None,0
3314,18,Female,Canada,18,19.28,98,115,4,12,Long-term,2.0,None,None,0
3315,27,Male,Ghana,22,21.07,110,40,9,69,Casual Dating,1.0,None,None,0
3316,46,Male,Kenya,3,24.37,13,21,4,18,Not Sure,1.2,None,None,0
3317,38,Male,Kenya,3,15.02,13,10,5,29,Casual Dating,2.1,None,None,0
3318,18,Male,Ghana,12,15.64,14,76,3,12,Marriage,1.2,None,Gold,5000
3319,52,Female,USA,2,12.06,8,6,1,21,Long-term,1.1,None,None,0
3320,51,Non-binary,Nigeria,4,13.04,8,16,2,15,Not Sure,2.1,None,None,0
3321,41,Female,USA,5,17.38,5,10,1,11,Friendship,1.2,None,None,0
3322,20,Female,UK,12,4.37,63,46,13,38,Friendship,1.2,None,Gold,3000
3323,50,Male,USA,3,7.45,5,18,1,17,Long-term,1.2,Catfishing,None,0
3324,43,Male,UK,5,13.18,6,7,0,5,Friendship,1.2,None,None,0
3325,51,Female,Nigeria,1,9.79,5,5,0,9,Marriage,2.0,None,Gold,3000
3326,50,Non-binary,Ghana,5,21.36,19,32,3,19,Long-term,2.1,None,None,0
3327,52,Female,Nigeria,2,21.91,5,5,1,19,Long-term,1.2,None,None,0
3328,40,Male,USA,6,16.47,21,49,2,23,Marriage,2.0,None,None,0
3329,24,Female,Canada,20,19.74,111,64,48,153,Long-term,2.1,None,None,0
3330,46,Female,Kenya,2,15.25,11,5,1,20,Casual Dating,2.1,None,None,0
3331,44,Female,Ghana,6,8.3,18,20,1,19,Casual Dating,2.0,None,None,0
3332,49,Female,Kenya,3,9.56,3,13,0,6,Casual Dating,1.1,None,None,0
3333,25,Female,Kenya,11,7.39,41,63,6,25,Casual Dating,1.2,None,None,0
3334,26,Male,Ghana,8,12.73,40,11,1,2,Long-term,2.1,None,None,0
3335,56,Non-binary,USA,2,21.21,5,10,1,24,Marriage,2.0,None,None,0
3336,50,Male,Nigeria,5,19.58,12,7,2,8,Casual Dating,2.1,None,None,0
3337,57,Female,Nigeria,2,12.07,1,9,0,2,Friendship,1.1,None,Plus,5000
3338,50,Female,Nigeria,2,13.38,2,12,0,18,Casual Dating,1.0,None,None,0
3339,43,Female,Nigeria,5,10.29,7,14,1,16,Not Sure,1.2,None,Gold,3000
3340,46,Male,South Africa,6,19.25,13,14,1,14,Casual Dating,1.1,None,None,0
3341,56,Male,Nigeria,4,24.3,8,7,1,8,Marriage,2.0,Spam,None,0
3342,42,Female,Ghana,3,24.44,6,12,0,4,Not Sure,2.0,None,None,0
3343,45,Male,South Africa,4,21.39,10,29,2,10,Marriage,2.0,None,Plus,5000
3344,24,Male,Ghana,22,13.3,83,131,6,48,Marriage,2.1,None,Gold,1500
3345,38,Male,UK,9,16.13,26,20,8,45,Friendship,1.1,Spam,Plus,3000
3346,48,Female,USA,4,15.8,11,12,1,4,Long-term,1.1,None,None,0
3347,29,Male,Kenya,17,10.86,39,31,7,33,Marriage,1.0,None,None,0
3348,26,Female,Nigeria,8,21.67,27,50,2,13,Casual Dating,2.1,None,None,0
3349,31,Male,UK,9,12.92,38,62,4,32,Friendship,1.2,None,Gold,5000
3350,28,Female,Kenya,19,31.42,23,77,4,26,Marriage,2.0,None,None,0
3351,27,Male,Kenya,17,14.59,139,53,37,156,Long-term,1.2,Spam,None,0
3352,36,Female,USA,6,18.53,9,18,2,15,Casual Dating,2.0,None,None,0
3353,57,Female,Nigeria,2,6.96,4,1,0,5,Casual Dating,2.1,None,Gold,3000
3354,39,Male,Ghana,10,10.99,19,44,4,26,Marriage,2.1,Spam,None,0
3355,26,Female,USA,15,11.37,9,30,1,18,Friendship,1.1,None,Plus,1500
3356,21,Female,USA,10,23.72,5,35,1,8,Casual Dating,1.2,None,Platinum,3000
3357,47,Male,UK,2,14.1,2,7,1,4,Long-term,2.1,None,None,0
3358,34,Female,Ghana,10,14.3,28,40,9,36,Friendship,2.1,None,None,0
3359,53,Female,USA,4,25.01,7,7,1,24,Long-term,2.0,None,None,0
3360,46,Male,Nigeria,4,7.78,22,16,9,64,Marriage,1.1,None,None,0
3361,52,Male,Kenya,3,24.04,11,9,2,22,Long-term,1.2,None,Platinum,5000
3362,29,Non-binary,Nigeria,14,16.77,43,39,0,15,Casual Dating,1.2,Spam,Gold,5000
3363,47,Female,Nigeria,4,21.84,10,24,4,34,Marriage,2.1,None,None,0
3364,29,Female,USA,10,11.95,15,69,1,4,Friendship,1.0,None,None,0
3365,58,Female,Nigeria,2,20.23,2,3,0,10,Casual Dating,1.0,None,None,0
3366,45,Male,Ghana,3,16.77,4,15,1,6,Friendship,2.1,None,None,0
3367,31,Male,Ghana,9,6.33,11,18,3,38,Friendship,1.1,None,None,0
3368,29,Female,Nigeria,11,5.35,96,28,7,43,Marriage,1.2,None,None,0
3369,26,Female,South Africa,14,25.86,33,34,4,28,Long-term,2.1,None,None,0
3370,47,Male,South Africa,4,3.9,23,16,5,40,Casual Dating,2.0,None,Platinum,5000
3371,27,Female,USA,10,18.74,25,44,7,38,Casual Dating,2.0,Harassment,None,0
3372,43,Female,USA,4,10.71,7,8,1,20,Marriage,2.0,None,None,0
3373,29,Female,Kenya,2,9.77,6,3,1,15,Friendship,2.1,None,None,0
3374,46,Male,Canada,4,23.32,1,3,0,16,Not Sure,2.0,None,Gold,5000
3375,53,Male,Nigeria,2,14.57,4,14,1,19,Friendship,2.0,None,None,0
3376,51,Non-binary,South Africa,2,11.38,10,11,1,18,Long-term,2.1,None,Plus,5000
3377,50,Female,Canada,4,15.34,0,11,0,19,Long-term,1.2,Harassment,None,0
3378,26,Male,Nigeria,16,29.08,64,19,3,22,Marriage,1.2,None,None,0
3379,21,Female,Kenya,18,19.35,18,66,1,14,Not Sure,2.1,None,None,0
3380,48,Male,South Africa,2,12.15,1,4,0,2,Long-term,1.0,None,None,0
3381,33,Male,USA,10,19.03,30,40,1,8,Not Sure,2.1,None,None,0
3382,36,Male,Kenya,6,9.96,11,16,2,20,Marriage,2.0,None,Platinum,5000
3383,19,Male,USA,18,21.84,57,64,1,17,Long-term,2.0,Harassment,None,0
3384,29,Female,Nigeria,10,21.75,17,11,4,36,Marriage,2.1,None,None,0
3385,19,Female,UK,21,16.98,10,45,1,5,Long-term,2.0,None,Gold,1500
3386,55,Male,Kenya,2,15.29,3,3,0,12,Casual Dating,2.1,None,None,0
3387,28,Female,South Africa,15,19.35,14,92,3,28,Casual Dating,1.2,None,None,0
3388,41,Female,Kenya,7,16.85,21,27,1,24,Friendship,2.0,None,None,0
3389,19,Male,Kenya,22,24.12,59,28,11,83,Casual Dating,2.0,None,Plus,1500
3390,46,Female,Kenya,4,20.31,10,16,1,7,Long-term,1.2,None,None,0
3391,31,Female,Ghana,18,17.25,55,111,10,66,Casual Dating,2.0,None,None,0
3392,56,Female,USA,2,11.9,5,10,1,13,Casual Dating,2.0,None,None,0
3393,56,Female,USA,2,10.09,3,7,1,9,Marriage,1.1,None,Plus,1500
3394,31,Male,Ghana,8,12.88,8,52,1,18,Casual Dating,2.1,None,Platinum,5000
3395,56,Male,Kenya,2,9.52,2,3,0,7,Marriage,2.1,None,Gold,1500
3396,60,Female,UK,4,22.11,9,25,1,15,Casual Dating,1.2,Harassment,Gold,5000
3397,53,Female,UK,3,17.58,8,3,1,14,Long-term,1.1,None,Gold,5000
3398,54,Male,Ghana,3,11.21,7,26,1,8,Casual Dating,2.0,None,None,0
3399,28,Male,South Africa,9,17.38,72,51,10,65,Long-term,2.1,None,None,0
3400,42,Female,Kenya,6,15.69,2,19,0,18,Casual Dating,2.0,None,Plus,1500
3401,20,Male,Nigeria,16,21.64,11,49,1,19,Casual Dating,2.1,None,Gold,3000
3402,22,Male,Kenya,12,21.82,29,4,3,23,Casual Dating,1.2,None,None,0
3403,60,Male,South Africa,2,21.82,18,6,4,28,Marriage,2.1,None,Plus,5000
3404,32,Male,USA,13,12.24,0,0,0,3,Not Sure,2.0,None,Gold,5000
3405,50,Male,UK,2,8.39,6,2,1,17,Marriage,1.2,Scam,Gold,3000
3406,52,Female,Nigeria,3,20.26,13,13,1,21,Long-term,1.2,None,None,0
3407,54,Male,Ghana,2,11.83,3,7,0,0,Marriage,2.0,None,None,0
3408,60,Non-binary,Kenya,4,13.91,7,10,2,28,Long-term,1.0,Spam,None,0
3409,28,Female,South Africa,14,18.29,21,20,0,14,Casual Dating,1.0,None,Plus,5000
3410,19,Female,Nigeria,10,18.69,21,74,1,2,Casual Dating,1.2,None,None,0
3411,35,Female,South Africa,6,12.74,15,26,1,17,Friendship,2.0,None,None,0
3412,23,Female,USA,18,25.04,27,64,4,30,Friendship,2.0,None,Plus,3000
3413,18,Male,USA,10,19.73,52,35,11,74,Long-term,2.1,None,None,0
3414,33,Male,Kenya,13,25.43,78,45,24,148,Long-term,2.1,None,Plus,5000
3415,51,Male,Nigeria,3,19.31,5,5,1,22,Long-term,2.0,None,Gold,1500
3416,42,Male,Nigeria,3,19.48,3,1,0,5,Casual Dating,1.1,None,None,0
3417,31,Female,South Africa,11,23.67,13,65,5,22,Casual Dating,2.0,None,Gold,3000
3418,46,Non-binary,Nigeria,2,20.45,3,4,0,18,Friendship,1.0,None,Platinum,3000
3419,27,Male,Nigeria,10,24.97,48,108,2,32,Marriage,1.0,None,None,0
3420,18,Female,Canada,15,7.25,21,41,3,28,Casual Dating,2.1,None,None,0
3421,50,Female,Kenya,7,13.54,49,7,9,56,Casual Dating,2.0,None,None,0
3422,44,Male,Ghana,3,10.24,3,8,1,25,Long-term,2.1,None,None,0
3423,50,Female,Nigeria,3,7.19,6,21,3,17,Long-term,2.1,None,None,0
3424,19,Female,South Africa,21,22.69,60,108,7,26,Not Sure,2.1,None,None,0
3425,53,Male,Kenya,2,25.35,2,3,0,7,Casual Dating,2.0,None,Platinum,5000
3426,44,Female,Ghana,4,13.99,2,9,0,14,Marriage,1.2,None,Plus,3000
3427,42,Female,Ghana,3,15.84,24,6,2,11,Casual Dating,2.0,None,Plus,5000
3428,44,Female,Canada,6,18.12,8,45,1,18,Casual Dating,1.0,None,None,0
3429,55,Female,Kenya,4,12.47,16,34,7,36,Casual Dating,1.2,None,None,0
3430,43,Female,South Africa,4,16.75,8,24,3,28,Not Sure,2.0,None,Gold,3000
3431,42,Male,Kenya,4,25.08,6,5,0,17,Friendship,1.2,None,None,0
3432,60,Female,Ghana,4,12.74,5,31,0,18,Casual Dating,2.1,None,None,0
3433,50,Non-binary,Nigeria,3,12.79,11,25,0,14,Not Sure,1.2,None,Plus,1500
3434,37,Female,South Africa,9,14.22,26,34,4,43,Friendship,2.1,None,Platinum,1500
3435,48,Female,Nigeria,4,13.93,15,12,1,20,Friendship,1.1,None,None,0
3436,34,Female,Ghana,12,18.32,3,45,0,3,Long-term,2.1,None,None,0
3437,27,Male,Ghana,21,13.85,17,75,3,16,Long-term,2.1,None,None,0
3438,43,Non-binary,Ghana,5,16.06,25,39,3,20,Casual Dating,2.1,None,None,0
3439,57,Female,Kenya,2,13.16,3,3,1,16,Not Sure,2.1,None,None,0
3440,57,Male,Nigeria,2,17.05,3,8,0,8,Friendship,1.2,None,None,0
3441,32,Female,Ghana,9,19.81,4,67,0,13,Long-term,1.2,None,Plus,1500
3442,40,Female,Nigeria,6,16.88,37,28,3,34,Casual Dating,2.1,None,None,0
3443,27,Male,Nigeria,20,21.76,14,62,1,5,Friendship,1.1,None,None,0
3444,60,Female,USA,3,10.53,3,7,1,11,Not Sure,2.0,None,None,0
3445,60,Female,USA,2,15.29,7,7,1,14,Long-term,2.0,None,Gold,3000
3446,45,Female,USA,4,16.37,11,18,2,10,Marriage,1.1,Spam,None,0
3447,52,Male,South Africa,2,14.59,4,4,0,3,Marriage,2.1,None,None,0
3448,48,Female,USA,1,12.88,0,3,0,17,Friendship,2.1,None,Platinum,1500
3449,43,Female,Nigeria,4,15.1,5,8,0,9,Marriage,2.0,None,Gold,3000
3450,20,Non-binary,Ghana,14,21.03,14,19,2,11,Casual Dating,1.2,None,Gold,5000
3451,37,Female,Nigeria,10,13.65,3,149,1,13,Long-term,1.0,None,None,0
3452,47,Female,USA,3,16.2,6,11,2,23,Not Sure,2.1,None,None,0
3453,47,Male,Ghana,2,19.31,2,11,0,16,Friendship,2.0,None,None,0
3454,34,Female,USA,10,20.91,32,54,2,27,Casual Dating,1.2,None,Gold,1500
3455,58,Male,USA,3,11.12,10,10,1,24,Casual Dating,2.0,None,None,0
3456,25,Male,Ghana,13,18.57,36,42,0,19,Casual Dating,2.1,None,None,0
3457,39,Male,Ghana,10,17.35,47,70,1,22,Long-term,1.0,None,Plus,1500
3458,47,Female,Nigeria,3,16.88,7,5,3,24,Friendship,1.1,None,None,0
3459,47,Male,Ghana,2,19.02,5,4,0,4,Marriage,1.1,None,Gold,3000
3460,45,Male,South Africa,3,12.36,5,5,1,9,Not Sure,2.0,None,None,0
3461,29,Male,Nigeria,10,21.95,23,98,4,26,Friendship,2.0,None,Gold,3000
3462,24,Female,Canada,10,14.62,48,32,3,20,Casual Dating,1.2,None,Gold,1500
3463,45,Female,Canada,4,16.98,15,31,3,25,Long-term,2.1,None,None,0
3464,43,Male,Kenya,4,14.81,5,10,0,16,Long-term,1.2,None,None,0
3465,25,Female,USA,14,24.67,23,61,1,14,Marriage,1.2,None,Plus,3000
3466,48,Male,Nigeria,4,16.43,7,10,1,15,Long-term,1.2,Catfishing,Gold,5000
3467,37,Male,South Africa,6,19.81,21,10,2,27,Casual Dating,1.2,None,None,0
3468,46,Male,South Africa,3,11.57,3,11,0,13,Long-term,2.1,None,None,0
3469,54,Male,USA,3,14.88,7,13,0,7,Long-term,2.1,None,Plus,5000
3470,25,Female,Kenya,15,20.67,42,118,8,47,Friendship,2.0,Spam,Platinum,3000
3471,18,Male,UK,12,9.44,10,27,2,14,Casual Dating,1.2,None,Platinum,5000
3472,51,Female,UK,2,13.44,10,8,2,12,Not Sure,2.0,None,None,0
3473,44,Non-binary,South Africa,6,12.69,31,37,3,8,Casual Dating,2.0,Spam,None,0
3474,48,Male,Ghana,4,8.87,2,8,1,8,Casual Dating,1.2,None,None,0
3475,54,Male,South Africa,2,5.59,11,7,0,18,Long-term,1.2,None,None,0
3476,52,Female,USA,3,17.15,17,16,5,39,Friendship,1.0,None,None,0
3477,59,Male,Canada,3,11.76,13,10,3,12,Marriage,1.0,None,Platinum,5000
3478,41,Male,Nigeria,7,6.05,46,40,6,59,Casual Dating,2.0,None,None,0
3479,39,Male,Kenya,6,19.76,30,23,4,28,Casual Dating,1.2,None,None,0
3480,35,Female,USA,8,13.54,25,10,7,36,Casual Dating,2.0,None,Plus,1500
3481,24,Female,Ghana,20,15.93,77,79,10,38,Friendship,1.0,None,None,0
3482,42,Male,South Africa,6,22.22,1,8,0,17,Long-term,1.0,None,None,0
3483,29,Male,Nigeria,14,12.49,83,20,14,93,Friendship,1.2,None,None,0
3484,57,Male,USA,3,16.75,5,4,1,20,Long-term,1.0,None,None,0
3485,43,Male,South Africa,5,18.66,7,7,3,19,Friendship,2.1,Spam,None,0
3486,43,Female,South Africa,5,19.37,13,7,2,10,Long-term,1.0,Harassment,None,0
3487,33,Female,USA,7,5.96,7,13,3,16,Not Sure,2.0,None,Gold,5000
3488,20,Male,UK,12,21.87,12,41,0,0,Casual Dating,2.0,None,None,0
3489,19,Male,USA,20,16.81,35,24,3,11,Casual Dating,2.0,None,None,0
3490,36,Male,Nigeria,10,16.24,65,62,36,83,Casual Dating,2.0,None,None,0
3491,21,Male,USA,12,21.72,58,52,7,41,Marriage,1.0,None,None,0
